"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"ccthemovieman-1","9 October 2010","I was pleasantly surprised with this, thinking that it's probably another sequel that doesn't match up to the original. I was wrong; I thought this was better, a more likable and entertaining film than the first! Of course, it helps to know in advance that the ""hero"" (""Ton Stark,"" played by Robert Downey) is even more obnoxious in this film. Knowing that, I didn't let that bother me and just enjoyed the good acting in here and the excellent special-effects. Mickey Rourke (""Ivan Vanko"") is almost always interesting to watch so I enjoyed his role, too, even if I had a hard time understanding his Russian accent.The story is, yes, sophomoric but most action films today are. Just enjoy the funny lines, CGI, the pretty women (Gwyneth Paltrow and Scarlett Johannson) and wild heroes and villains and you should get your money's worth out of the viewing. See it on Blu-Ray and you'll enjoy it that much more.","
            8/10
            "
"Dash1969","28 April 2010","Iron Man 2 sure delivers the fun but it's such intelligent fun. Honestly, its Stan Lee meets Shakespeare. The Hammer/Stark rivalry is more like Hamlet and Claudius then Superman to Lex Luthor. Iron Man is simply more complex as a character then anything else you'll see in a summer film but it loses none of the spark or none of the pure popcorn fun. How many other films can you say that about? Stark's vulnerability is very much on display here as his personal life crumbles through various unique conflicts. He has to struggle with the government for control of his armor and deal with his growing celebrity. At the same time his personal life takes a turn as a love triangle emerges. He (like soon all of America) becomes attracted to his new aide (the lovely Scarlett Johansson), causing tension with his former assistant but now new Stark Industries CEO Pepper Potts (the also lovely Gwyneth Paltrow). They manage to pull all this off remarkably well and still leave character time for Rhodey and the villains. It's a believable sci-fi story featuring an intellect story that's wild but has the right amount of humor, angst and drama. Like I remember about Iron Man 1, I can't think of a weak moment in the film. The visual effects are incredible. They did the memory of their boss, the great Stan Winston, proud. They set the bar high again. Now the only question is whether they have anything left in the tank for Iron Man 3? I'm betting that they do.","
            6/10
            "
"BwSwim","10 May 2010","For some reason this movie had not been getting the greatest critic reviews. I do not understand that at all. I thought the movie was very enjoyable and a successful sequel in the series.For anyone who has seen the first Iron Man you can expect much of the same in this movie. Robert Downey Jr. plays Tony Stark like he is meant for the part. He has the same sarcastic wit and self-confidence that is evident in his other movie roles. Gwyeneth Paltrow, as Pepper Potts, has a comes more to the forefront in the sequel. I also personally love that Jon Favreau is the driver for Stark/Potts, and that he gets into the action a little bit. You have to respect the director for that, even though Jon has done plenty of acting himself.Normally in when they replace someone in a sequel with a different actor/actress I am very upset. However, Don Cheadle replacing Terrence Howard in Iron Man 2 as War Machine/Lt. Rhodes made me happy. This is similar to what happened with Maggie Gylenhal in the Dark Night.Samuel L. Jackson playing Nick Fury has a bigger role, and it leads all the viewers into wanting The Avengers movie to come out immediately. Scarlett Johansson also showed up with some impressive stunt work, along with her always gorgeous looks.All in all it was a well done sequel. The plot is not too convoluted to follow. The new villain, played by Mickey Rourke, is very impressive and fun to watch. The action scenes are all entertaining but they do not completely drive the movie. The only thing that I wished for leaving the theater was a longer final fight scene.Also, make sure to watch after the credits!! It is short, but worth it.","
            9/10
            "
"EddyOne","28 April 2010","Saw the movie in a press screening here are my humble thoughts:Before I start with my short review of Iron Man 2, I have to say two words about Iron Man 1. I really dug the first one despite of being a little disappointed by the grand finale. Robert Downey Jr. kills it, action, humor, pacing... loved it. I'm not a big comic geek, and not that familiar with the original Iron Man comics, so please excuse if some of the stuff I thought was weird, was actually accurate adapted.So while the opening credits where rolling and I saw all the big names of actors that I happen to love, I really thought that it might be hard to give all of them a fair amount of stuff to do in the movie. And as it happened to turn out, I was right. I was especially disappointed by Mickey Rourke's part as Whiplash. Don't get me wrong, Rourke was great. He looks mean as usual and I loved every scene he's in. Unfortunately Favreau really pulled a Darth Maul on him. After the last fight I honestly sat in my chair and was like ""that's it? you can't be serious?!"". Rourke's Character had almost the same potential (at least from his talent as an actor and his looks in the movie) as Heath Ledger's Joker in Dark Knight. But he never lived up to that expectation due to the lack of screen time and, well... a purpose.But the main problem I had with Iron Man 2 was the lack of a meaningful story and motivation for almost all of the characters. We are introduced to Scarlett Johansson's ""Black Widow"", and blame it on my lack of knowledge of the graphic novels, but I had no Idea what her purpose in the movie was. The first part of the movie she's just the hot secretary with almost no lines. Eventually she puts on a tight super hero costume and tries to find Whiplash. There is a brief action-sequence, where she kicks some ass, but truth be told, Hit-Girl would wipe the floor with Black Widow. What I really liked though, was Sam Rockwell as Justin Hammer. He totally killed it and you can tell he enjoyed his part as the sleazy scumbag pulling the strings in the background.I also liked Don Cheadle as James Rhodes (he was on par with Terrence Howard on this one), but I felt his character suffered from the lack of time for character development. There is this scene, where Tony Stark is seriously messed up, partying at his home in his Iron Man suit and randomly shooting stuff. Rhodes is tired of the situation and grabs himself another one of the Iron Man suits, battles Stark and than leaves. With the suit. I don't know if that's the way it was done in the comics, but I didn't like it at all. In the first movie we witness how Stark becomes Iron Man, how he needs to learn to use the suit and become one with it, how he builds it and we can understand, that he is the only one, who could use it that way. Apparently we're wrong, because all you need, is the suit. It's like anyone could be Batman, if he just could get a hold of his cape. There is no explanation as to why Rhodes can fly this suit like he owns it, there isn't anything told about the relationship between Stark and Rhodes. I just felt this part was incredible weak.The whole movie felt like a setup for another movie. Characters are introduced, stuff happens, but nothing really matters, at best it hints, that there COULD be happening something in the future.Another big problem I had though, was the lack of 'magic moments' and thrilling action, like in the first flick (I still get goosebumps, thinking about how Tony Stark flew in his suit for the first time). Everything just runs too smooth, there is almost no tension, you never think anything could harm Tony Stark, you never feel something bad is about to happen. If I compare this with the incredible Dark Knight, it feels like a kids movie, something like the ranks of Sky High. Plus, there was just to little Iron Man in Iron Man, to little I care about. Iron Man 2 was made to prepare us for The Avengers and Thor, but by being that, it kinda forgot to be something in it's own. That's the biggest difference to the first flick, who was original, fresh and smart.Sounds pretty much like a bash, but all that being said, I was fairly entertained. The performances of the main characters each were pretty good. The cast was perfect. Of course all the special effects are amazing, with a lot attention to detail. I loved all the 'augmented reality"" stuff going on in Starks garage. The movie is funny (actually it felt more like a comedy than an action flick) and when the action happens, it's looking great. The biggest let down is the potential this movie and most and for all the characters had, which wasn't used. However this is only the review of someone who's fairly unfamiliar with the graphic novel.","
            7/10
            "
"sauravjoshi85","7 January 2020","Iron Man 2 is the second part Iron Man movie based on the Marvel Comics characters with the name Iron Man. The movie is directed by Jon Favreau and stars Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Mickey Rourke and Samuel L. Jackson.The movie is totally fun filled high octane ride. The movie might not be able to keep the proficiency of the prequel but still the movie has its dose of adventure.Acting of Robert Downey Jr. has been fantastic with his small one liners will also provide some comic relief. The script may have it's drawbacks but credit should be given to the director to keep it engaging.The movie has also tries to show the emotional Father Son relationship by showcasing senior Stark as a hero and a loving Father.Gwyneth Paltrow and Scarlett Johansson were great, Samuel L. Jackson was surprisingly good and so as Sam Rockwell in a Jealous competitor.The only drawback of the movie is a weak villain although it tried to showcase the villain in a near perfect but the way he dies could've been made more challenging but Mickey Rourke played it's part beautifully.Overall an entertaining high octane movie.","
            8/10
            "
"Velociraptor256","29 April 2010","At its high points - the first act and the climax - Iron Man 2 is actually better than the first film. Everything up to and including the action scene in Monaco is just great fun to watch: the action, the character interactions, and of course Robert Downey Jr's wonderful portrayal of Tony Stark. And the action scene at the end is pretty epic.The problem is, the film just stops being so much fun in-between. In a large proportion of this time, it's either going too slowly with little happening that's exciting or even particularly interesting, or it's providing some silly moments like Iron Man lounging on a giant display donut. To be fair, there's no problem with the many subplots this movie has: they all blend together quite smoothly.The acting in this film deserves credit: almost everybody does a great job. Robert Downey Jr and Gwyneth Paltrow are just as entertaining as they were in the first film, Jon Favreau gets more to do as Stark's chauffeur, Don Cheadle is actually a little better than Terrence Howard as Rhodie (again, maybe because he has a bigger role), Mickey Rourke portrays a decent but overall ordinary villain, and once Scarlett Johansson is allowed to do something substantial with her own action sequence, she's well worth watching. The only weak link is Sam Rockwell as Justin Hammer, who gets quite annoying after a while.Overall, Iron Man 2's slow middle section prevents it from being better than the first film as a whole, which is a shame considering how brilliant the beginning and end segments are.","
            8/10
            "
"Angelus2","4 May 2010","As a comic book fan, it is hard for me to admit if a certain movie has not met the huge expectations that a comic book fan may hold...Batman Begins, Dark Knight held there own, the X-Men movies not so much, Fantastic Four movies were satisfactory....Daredevil was a travesty...Iron-Man was brilliant.....This sequel, is a 50/50 for me... The beginning was brilliant, the middle was slow and random...and the end was satisfactory.The world now knows Tony Stark is Iron-Man and he lives the high life and battles injustice, but the rest of the world wants Tony's suit. Especially the American government.Robert Downey Jr is funny, charming and a little eccentric, which works with the Stark character. Gwyneth Paltrow is beautiful then ever before, she plays the caring, at times bossy secretary who is the only reason as to why Stark is still running a multi-billion dollar business. Justin Hammer played by Sam Rockwell is funny, annoying; which does wonders for our ever growing love for Stark...Mickey Rourke is satisfactory as the villain who wants to destroy Tony Stark, we don't really feel scared. And it seems that Rourke is a combination of 'Whiplash' and 'Crimson Dynamo'...But for me...Don Cheadle seemed to be out of place, I preferred Terrence Howard as Rhodey, Don Cheadle did not deliver lines very well, he did not have that 'No Nonsense' attitude that Rhodey has....Or it did not come across very well. Lastly, Samuel L.Jackson actually played Nick Fury pretty well, while I would have preferred to see Olga Kruylenko as Natalie Romanov, Scarlett Johanson was fine.The middle for me seemed to be a bit slow with random seems, yes we needed to witness the trials Tony faced but it was not dark enough for me. I would have liked to see Tony battle alcoholism, and then hand over his mantle to Rhodes, who would eventually become 'War-Machine' towards the end of the film.....Make it a little closer to the comics.But, the one thing that sold it to me, actually two things...The suit and the epic battle between Iron-Man, War Machine and the Drones.The special effects were simply dazzling and definitely a must see for all comic book fans.","
            10/10
            "
"Gordon-11","30 April 2010","This film is about Tony Stark's fight against the US government and a man who wants revenge for what the Stark family did to his father forty years ago.I found ""Iron Man 2"" very entertaining! It alternates between adrenaline and mischievous scenes. Scarlett Johansson is a great addition to the story, I was impressed by the way she pulled her character off. Sam Rockwell and Mickey Rourke also gave amazing performances.I was particularly impressed by the fights at the end. The fighting sequences are cool, and all the action happens against a visually spectacular expo. I think ""Iron Man 2"" is worth watching just for the ending alone. I think ""Iron Man 2"" is great entertainment, and it's even better than ""Iron Man"".","
            10/10
            "
"MovieMystro","27 April 2010","The makers of this film held nothing back. When it works, as it does here, it rekindles even a cynic's movie love. So kudos to Downey, Paltrow, Cheadle, Scar-Jo, Rockwell, Rourke and especially Favreau. What a film! It is a sight to behold. Every scene was captivating, whether it was full on armor action or the charismatic ""down time"" delivered by the best cast possible. Isn't that what movies are suppose to be about? It's good to see the response to the movie has been, for the most part, positive. I've noticed that sometimes expectations are unreasonable or some fans are too attached to their comic book preconceived notions. (X-Men and Wolverine fans I'm looking right at you!) Iron Man 2 stayed close enough to its roots and I hope most judge it as a film first. If you do, I'm almost certain that everyone will enjoy it as much as I did. It easily fulfilled and then exceeded all of my expectations. The only thing I worry about is that they may be setting expectations for that Avengers movie too high. How can it possibly live up to the standard these movies are setting and setting up????? Iron Man 2 is EVERYTHING you would want in a movie and much more! It is a special treat when a sequel reaches up and delivers an excellent film that you thoroughly enjoy as much if not more than a beloved first installment. It truly feels like they just paused and kept telling the same story but with more of an edge. Hopefully, they can do it again and skip that third movie curse. Think of it as another installment and they'll be fine. Fitting Avengers in to the mix is even more fun to think about but I heard that Favreau will be involved with that as an executive producer. So, I'm not worried. In the meanwhile, we can all enjoy this film because it stands on its own but as a great part of a running saga.","
            5/10
            "
"Romarth","28 April 2010","Reading Iron Man 2's plot summary, things sound bleak for our characters. But not at all. This is a breezy, light-hearted, inoffensive affair that saunters at a magnetic pace, with emotional discomfiting a far thought. Which is pretty refreshing, to say the least. In fact, Iron Man 2 is the complete of antithesis of recent comic book movies. For one, it certainly isn't darker than its predecessor, absent its slow-burning first half and latched-on social commentary. It also gives itself the poetic license to stretch credulity. This is a movie about a man who flies around in metal suit, blasting away multicolored-haired Russians with electric whips. Realism simply doesn't apply, and thankfully director Jon Favreau and writer Justin Theroux take affectionate liberty with the bonds of belief. Yes, Ivan Vanko can secretly build super technology unbeknownst to his suppliers. And yes, the only way to incapacitate a drunken Tony is to beat the crap out of him in a Iron Man suit. No complaints here! Iron Man 2 is also very much Iron Man's superior, although partly by default. The first movie was stuck with a pedantic origin story. However, the sequel had no shortage of possible paths to take. Which did it choose? The way you should always go; the road of characterization. Rather than tediously expand upon its universe, Iron Man 2 simply reprises its dramatis personae and sticks them into situations graver than before, upping the ante but reiterating the overall heart and spirit of its predecessor. The characters are well-etched, each snappy exchange rendered with a mature pathos that contrasts with the spurious scenarios that they feature in between of. Iron Man 2 could easily be called a comedy, but the naturalism of the comedy is seamless; you get the sense that it would be impossible to write this movie without having these vibrant characters joke and jeer.To bring the clever screenplay to life is the phenomenal cast. Robert Downey, Jr., as always, is effortlessly captivating. Charisma defined and an scandalously unsung master of versatility (he's not just playing himself, people!), it's no breaking news that he's still one of the most watchable actors ever. He is the perfect Tony Stark, and a more-than-worthy representative of the thinking man's action star. His chemistry with Gwyneth Paltrow as the pragmatic Pepper Pots is electric, and she too turns in a fine performance. Wistful, but by no means a damsel in distress, she is probably the realest character.The baddies, just as essential as the hero, don't disappoint either. Another wrong from last time round successfully remedied is the lack of genuinely menacing villains. Jeff Bridges honored us with his always-welcome presence in Iron Man, but his warm affability was anything but menacing. This time, however, Mickey Rourke and Sam Rockwell (oddly, both novices to blockbuster attention) are on duty, offering more than enough bang for your villainy buck. Rourke as Anton Vanko/""Whiplash"", supplements a composite of the unintentionally hokey showman, supercilious mastermind, and the seemingly unstoppable behemoth. This effectively fends off one-noteness, and Rourke perfectly embodies the duality of Vanko's deceptively boorish visage and surprisingly vast intellect, while still indulging in the welcome irreverence that comes with the comic book villain (his Russian drawl is humorous but gives him an otherworldly conviction).Rockwell, on the other hand, is flat-out comic relief as Stark's weaselly rival – though not necessarily a threatening one – Justin Hammer. He is excellent in the part; an absolute delight to watch, whether irascibly mugging in a loss for words with his insubordinate partner Vanko or, in one of the movie's best moments, shamelessly accolading his own (faulty) inventions with juvenile zeal.Unfortunately, with all these characters butting heads for screen time, co-stars Don Cheadle and Scarlett Johansson as Tony's pal Colonel James ""Rhodey"" Rhodes and eventual partner War Machine and alluring temptress of a new assistant Natalie Rushman, respectively, are given the short straw. Both are more than able of carrying a scene, but while the script lavishes Tony with many moments in which to brood his way into some fine character development, and to convey Pepper's many grievances, neither supporting character is as lucky. Cheadle's moments of potential are all obstructed by the War Machine suit, and everything otherwise requires him to lucidly voice reason as a foil to the devil may care Tony. Johansson is a non-event, her Natalie Rushman an amoral nothing role, and her Black Widow guise is not so much daring femme fatale as listless sex symbol. She acts as merely a vessel for fan service, be it in her skintight suit for the general audience or that she represents another stepping stone to an Avengers movie for esoteric comic book fans.The movie is inter cut between the scenes of terse characterization and octane action. The latter is a dizzying combination of rapid vicissitudes and toe-to-toe skirmishes, high on CGI, low on genuine peril. In fact, Iron Man 2 could quite possibly have been a masterpiece of the genre had it lived up to its first forty minutes of exuberance and intrigue. But once the clumsy pugilism of Iron Man and Whiplash takes place, the movie falls flat. The power play is nonexistent, because it's hard to believe anyone could stand a chance against ol' Shellhead. And if no sense of alarm can be conveyed when Iron Man is caught in an unusually melee showdown, the flight sequences leave no impression. Yes, the special effects are astounding, but it's all for nothing if there's no dramatic undercurrent.Otherwise, please, don't mistake my raving for fanboy hyperbole; Iron Man 2 is great. It's well-written, well-acted, and simultaneously a loving throwback to comic book norm and a break from recent tradition. It's a rare occurrence to be thankful for, because God knows if this follows the superhero trilogy formula, the third one will suck. Which would tragically make this movie's thrilling departure from cliché null and void.","
            5/10
            "
"DKosty123","9 May 2010","In my view, this movie is better than the first installment. There are several reasons for me so naturally I want to list them. I was surprised that all the outrageous trailers for the film turned out to be in the film. Yet they made too much sense & didn't seem quite as outrageous.Robert Downey Jr. is excellent again. He is perfectly in character as Tony Stark. There is an explanation for the outrageous behavior which makes total sense. Clue- if you had all the power on Earth & thought you were going to die, what would you do?There are some nice location shots in this, particularly Monte Carlo.All the supporting cast is back from Iron Man with some excellent additions. Lucas Film effects & Skaywalker sound are much in evidence. To me this film has a more traditional film Hollywood pace. It has perfect spacing between the action sequences & the story sequences. No sequence is too long to get boring. The last half of the first film had a battle sequence that was much too long. People fall in love with computer effects too often.There is a new arch nemesis for Iron Man. See the film & stay all the way until after the credits. There is an additional scene.","
            5/10
            "
"tedg","18 May 2010","Common sense hits the front office at Marvel's adventure in movie-making. Until now, they've just made bad films. Bad.The basic problem, I believe, is that the rest of the world is out exploiting the third dimension and Marvel insists on making flat movies. Even Spidermen, where the character lives and fights in space was flat. All of a sudden, Marvel and ILM wise up. This not only matches but excels what we have at this time in terms of complex three dimensional motion. The camera flies. Objects fly and the two weave in ways new to us. The camera is usually placed in some relatively stationary place to allow you to see what is going on. That place is removed from the action. Sometimes the camera becomes or emulates a POV of a flying or moving object as if it is in the action — or perhaps a character. The game in this new future is a matter of combining the two so that it has the properties of both, but is neither. Done well, it generates pure cinematic excitement. Done well, it overwhelms everything else and thrills because it is so otherworldly. It is done well here. Done well. And it doesn't have to be used to cloud deficiencies elsewhere. All is at least competent and some things: Downey, Rockwell and the production design are excellent.This dimensional thing is done so well that it is mirrored elsewhere. Stark's computers have a hand and voice manipulatable three dimensional, haptic, multiaffordance holographic interface. The motion is less important here than the notion of projected dimensionality. His nemesis? Well, he manages an entire army of drones by a single QWERTY keyboard and a DOS-like display. The contrast is, I think a deliberate thing. They would have pimped up Stark's machine anyway, but having the contrast is a subtle narrative reminder of the difference in dimensionality of the thing.Oh, it is also mirrored in the two women. One is a lighthaired, ponytailed redhead who never leaves the plane. The other is a fiery darker redhead with wild hair (in her real persona) who in a remarkable fight scene is profoundly three-dimensional. Samuel Jackson has decided to do anything, work anywhere, take any pay cut to be the face of the master organization that watches us. I think he knows that this legacy will live for generations, planted in juvenile minds eager for explanatory conspiracies. These theories for some reason rarely are discarded as kids age. It is his face now that is often associated with the leader of the new demigods the genre is creating. Smart building of intellectual property for someone with limited range.Downey. What a guy. Let's hope he takes some of his power to create projects that matter in some way beyond merely thrilling by advancing the craft of seeing.Ted's Evaluation -- 3 of 3: Worth watching.","
            10/10
            "
