"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"ThomasDrufke","27 March 2017","Power Rangers is pretty much exactly what I pictured it being. Big budgeted movie, cheesy enough to please the fans of the old TV series', but mature enough for most ages to enjoy. There's nothing new or exciting here, but the execution was about as updated as you can make a film about 5 outcasts coming together to save the world as armored rangers.Surprisingly, the one thing I think they did a good job of balancing was the tone. I'm in the minority, but the revolving tone of the movie is exactly what I think the movie needed to have, after having a chance to view it. Because of what the Rangers TV shows have been, it's hard to both recapture the tone and reinvent it for new audiences. For me, this movie did a nice job of establishing a new generation of Rangers in a more serious world, without sacrificing the goofy humor that most fans love. Did the humor hit the way the writers hoped? Probably not. The cheesy humor, or lack thereof, is in part because of Transformers-esque writing, but it also could fall on the shoulders of the directing and acting.It's difficult to cast a movie like this. People have a certain vision as to who each Ranger should be and represent. I give credit to Lionsgate for making one of the leads gay, and one autistic, but I didn't find any of the Rangers to be all that interesting. While fine overall, the acting didn't add anything to the typically generic coming of age dialogue. That is, besides a few performances. Elizabeth Banks is great as Rita Repulsa, a mixture of over-the-top popcorn fun and creepiness. I also found there to be a lot to like about Naomi Scott as Kimberly/Pink Ranger. When all the chips are down and each Ranger is breaking down their backstory, she was the only one I found myself emotionally connected to. Perhaps aware of all the hate towards the more serious DC films, and love towards the lighter Marvel films, Power Rangers saves it's most impressive action for the final 30 minutes. In all its CGI madness, there's no denying how nostalgic and fun the ride is. Sure, I'm not invested in the characters as much as I would have liked, but it's sure as heck better than the Transformers and Ninja Turtles films. Serviceable is a nice way to describe this one.+Undeniably fun+Banks & Scott-Script-Nothing new and surprising6.5/10","
            6/10
            "
"lisafordeay","26 April 2023","Power Rangers is a 2017 action reboot based on the tv show of the same name and stars Dacre Montgomery(Elvis),Naomi Scott(Jasmine from Aladdin 2019),singer Becky G,Ludi Lin,RJ Cyler,Elizabeth Banks(Pitch Perfect and also directed Charlie's Angels reboot with Naomi Scott being cast in that film too) and Bryan Cranston.5 teenagers who are all High school outcasts named Zack,Jason,Trini,Kimberely and Billy stumble upon an old alien ship, where they receive superpowers and are later dubbed the Power Rangers.Discovering that a former old archnenemis named Rita has returned to exact vengeance, the group must use their powers and use them to work together and save the world.My main problem with this is we barely see these teens as their power rangers and I kept saying to myself where is the red ranger or the yellow ranger etc. My advice watch the TV show instead.","
            8/10
            "
"sauravjoshi85","24 November 2023","Power Rangers is a superhero film directed by Dean Israelite. The film stars Dacre Montgomery, Naomi Scott, RJ Cyler, Becky G, Ludi Lin, Bill Hader, Bryan Cranston, and Elizabeth Banks.A group of high-school students acquire superpowers after they discover an alien spaceship. They soon learn about its origin and use their abilities to fight against evil extraterrestrials.After reading so many good reviews on the google review about the film i thought either i saw the wrong film or am reading the review of any other film but after coming to IMDb and reading the reviews here i was pretty satisfied infact relaxed that i am not the only one who didn't liked this film and there are many of them. It's not the case that the film is bad but the stereotyped and stale execution with predictable screenplay ruins the film and somewhere you'll feel that oh come on show us something new, we have seen this many times.The plot of the film is average and execution is below par and predictable. The acting is average to decent and screenplay of the film is also purely predictable. The climax of the film also doesn't excites much.If you are a die hard fan of power rangers and can see anything and everything then this is the film for you otherwise please ignore.","
            5/10
            "
"Reno-Rangan","13 October 2017","It was one of those films known that it would fail even before being made. I've rated the rebooted 'Fantastic Four' better than this. I am not a 'Power Rangers' fan, but I was looking forward to it. Expected to be a decent, not this low. The major issue with the film was the story. What the heck! All the superhero films have this same platform. That's really boring. Even that's how the real 'Power Rangers' is, does not matter, it should have been re-wrote completely. Just like they had updated the costumes from cloths to metal armours.As usual, the actors are not to be blamed. Those young guys did good. Direction, not bad too. The graphic, nothing new or that impressive. If we observe closely all the CGI shot, they do not look fine, especially if you know all this stuff like an animator or something. The villain was weak. But the entire film was like just an introduction. They had held up everything till the last quarters to bring all together and make a massive stand off between the good and the bad.Maybe it could work for kids. Those who liked Marvel and DC superhero films would only find it a trash. The best thing about the film is, it is watchable, despite everything are familiar and predictable. I'm not in favour of a sequel, but surely they will make one. And that's result would decide the franchise's future, which I think has a slim chance against those superhero films that already bagged the large sum of fans to its pocket. As I said, the remaining one are children, who are upcoming generation. So if the filmmakers target them, even the adults would sit quiet and watch without whining.4/10","
            5/10
            "
"jeffellis92","18 July 2018","As the source material of this movie is from a campy, silly show written for children, the movie actually came out very good. They did a much better job establishing the characters than a lot of other higher rated super hero movies. The action was really well shot and choreographed as well, in that you could actually see what they were doing and it looked good. My only complaint being that there could have been more of it. I'm usually not crazy about these remakes, but I honestly hope they make another one.","
            5/10
            "
"matthewssilverhammer","29 March 2017","The very concept of ""Power Rangers"" is like straight from a child's playtime: kid-aged superheroes, funny robots, dino-vehicles, creepy aliens, rock ninjas, Kaiju-Transformer battles. This 21st century incarnation fulfills all these juvenile points, with hectic editing, clichéd dialogue, bad music & convenient predictability in nearly every story beat. Yet somehow, this unexpected remake is still silly-fun for middle-schoolers, with just the tiniest amount of narrative and character weight to engage adults, especially the nerdier ones. Like The Breakfast Club with karate, five misfit teenagers in detention stumble upon some ancient alien stones, which turn them into a team of superheroes who must fight an evil alien baddie named Rita (one of the most hilarious villain names ever). Other than Billy, the genius nerd with a Drax-like propensity for being too literal, the characters sort of get lost in the noise and color, written either too specific or too vague. However, the movie experience is largely pretty fun. In the style of movies like Chronicle and Raimi's Spider-Man, we watch these youth deal with their new powers with wide-eyed excitement. The action scenes are cartoonishly intense, the cinematography moves with surprising brains, and the climax is even a mild seat-clincher. Would this have worked better as a serialized TV show? Probably. The stuff in the bones of this universe is good, but its flesh is a bit flabby in this format. Still, as an old fan of this supremely stupid property, this is a nostalgic and sincere little fantasy outing. Go-go Power Rangers, indeed.","
            6/10
            "
"nightstalker-7","5 August 2017","People who are giving this movie low score is, because they're probably dumb kids from 95+ - 2005+ or something. I'm 1984 and I grew up on power rangers. This movie kind of managed to catch up the atmosphere and all what was in the genuine series, so cheers for that.Author had to do some stuff very fast, so the roles were shallow and...well, just like the genuine power rangers :)","
            8/10
            "
"kurisutofusan","21 February 2021","I'm not into Sentai series. Power rangers started when I was young and I watched a few without really getting interested.
I postponed watching this movie, assuming it would look cheap and geared toward kids.
However, the special effects tempted me to finally give it a try today and I'm not disappointed I did!
It was really enjoyable and I want a sequel!","
            10/10
            "
"Movie_Muse_Reviews","28 June 2017","First they came for the TV shows of kids who grew up in the '80s. It was only a matter of time before they came for my shows. As for how this big-screen adaptation fairs, color me indifferent.I was 6 years old when Saban's ""Power Rangers"" made its way to Fox Kids programming. The impression that this campy show – made by weaving footage of ""teenagers with attitude"" in Angel Grove with a Japanese ""Super Sentai"" show – left on me was indelible with its colors, imagination and structure. Yet the ""Power Rangers"" and their decades of iterations generated nostalgia for a wide array of Millennials, and the oldest subset (to which I belong) is definitely not the target demographic of the 2017 ""reboot.""""Power Rangers"" takes aim at a 13-22 demographic to be sure with a story that combines ""Transformers"" with ""The Breakfast Club."" A lot of attention is paid to story and rooting these five Rangers in reality. They are outcasts and renegades who have made mistakes. They seem to be attractive and cool on the outside but all experience some kind of pain, something that will surely resonate with teen audiences in a today's era of digital appearances versus reality.But what screenwriter John Gatins (""Real Steel"") and the two writing duos who worked on the story put into character development takes away from the entertainment value. The action of ""Power Rangers"" is delayed, scarce and no more remarkable than anything seen in the ""Transformers"" films, despite director Dean Israelite's solidly kinetic direction. All the attention to giving the story some heart ends up taking away from the entertainment value.In other words, in an effort to avoid the pitfalls of a ""Transformers"" film (all bots and no emotions), ""Power Rangers"" ends up being one of those classic, overdone origin stories. A huge chunk of the movie is dedicated to the Rangers becoming worthy enough to morph into their armor, a step we know they will take. The fact that they earn it doesn't necessarily make the payoff sweeter when any fan of the movies knows it wouldn't be a ""Power Rangers"" movie if the Rangers didn't morph, or get in their Dino-Zords, or become the Megazord.The seriousness with which the film attends to character development also leaves someone like Elizabeth Banks as the evil sorceress, Rita Repulsa, out to dry. She's the only character who maintains the campy tone of the TV series, meaning that as funny as Banks can be, she stands out in a painfully awkward way when she's the only one making corny remarks – the humor among the Rangers is more modern campy (like when R.J. Cyler's Billy says ""Come at me, bro."")Camp doesn't play well in modern blockbusters, but historically it's an essential energy of the ""Power Rangers"" franchise. The movie does not embrace it, but neither can it avoid it – the whole series is about someone who just wants to take over the world and keeps making monsters to attack the same city, a plan that every time is thwarted by a group of teenagers. In approaching the material this way – focusing on character to make the ""Power Rangers"" content more meaningful yet not figuring out a way to make it equally more fun – the film straddles two incompatible tones. The film works toward and understands the value of both tones, but they only inhibit or contradict each other.On the positive side, the art direction brings the previously spandex-and-plastic-clad Power Rangers to life in a visually compelling way and the stars – Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin and Becky G – make the script's character work feel worth it.""Power Rangers"" is certainly not terrible, but struggles to be unique in a highly competitive blockbuster landscape. The elements of the film all feel borrowed from other superhero or teens with powers movies and not quite enough of the show's spirit makes the cut to give ample props for the nostalgia factor. Far from an embarrassment, but far from a success.~Steven CThanks for reading! Visit Movie Muse Reviews for more","
            10/10
            "
"barbagvido","27 April 2017","Power Rangers is a sort of anticipated movie based on the popular kids show all 90s kids grew up with. I wouldn't really call myself a 90s kid since I was born at the end of the 90s, but I did watch some of the show as a kid. And while it wasn't a crucial part of my childhood, I remember watching it occasionally, so I was interesting in how this would turn out. And I'm not sure what I think about it.It tries to balance the light silly tone and the dark, more grounded approach. Does it manage? Nope. It tries to take itself seriously (while some really, really, REALLY cringy jokes are thrown into the mix) and then it goes full ""Screw it, this is based on a kids show!"" mode. And it just doesn't go well together. It's like they couldn't decide what movie they wanted to make. The acting has isn't very good either. Some actors tried, bit still didn't really stand out. But one bad performance stands out and that's Elizabeth Banks. I usually like her as an actress, but she was so over the top here that I sort of loved it. You can see she's having fun in this role and you are having fun watching her. She's definitely the most memorable part of the movie. And she's not the only unintentional laugh here. The whole movie is full of those (or sometimes just cringes). Especially if you're a bit dirty minded, a lot of lines will sound so, so wrong. But what lifts this movie up is that its fun, the actors have a lot of chemistry even though the acting is not much and the whole team and their relationship is very well established and it's probably the strongest point of the movie.Overall, I guess it's passable, it's fun. But I really don't know by what kind of standards and expectations one should watch the movie because of the tone issues.","
            5/10
            "
"TheOneThatYouWanted","4 May 2017","This movie surprised everyone by not su@king. And honestly the acting saves the film. The plot is good enough for what they needed to do. The movie is a reboot of the Power Rangers series from back in the days. Frankly Power Rangers never really left because of its hardcore fans but still, it needed to be rebooted into a new franchise. And so far so good, I approve of this reboot. It isn't great. The action did not feel as epic as it should for a major motion picture, mainly because of the setting. And the villain is the annoying sore thumb of the film. But yeah, like a said before the acting was good and the actors had good chemistry; all except that one girl in yellow. Whatever, it's alriiiight. 7 out of 10.","
            7/10
            "
"crakatoot","23 March 2017","I remember watching the premiere back when I was six years old, and... I thought it was idiotic. The original show was always to goofy for me, even as a little boy. But I had nothing to do and I had some movie passes so I decided to check it out. It's actually pretty good. A lot of critics are going into this expecting to hate it and their reviews reflect that. In the reviews I've read or seen, I keep hearing things like ""Well its not as stupid as it could have been"" or ""Some of it wasn't so terrible"" or other equally back handed compliments. The reality is, the Power Rangers is an inherently silly idea. But once you get past that, this is a pretty fun movie. You know the drill, five kids get together in Angel Grove, a much grittier Angel Grove than I remember. They get their hands on some power coins, Rita Repulsa shows up and some over the top action ensues. So yes, it is just a bigger version of what we saw on the show, but still effective. It takes itself more seriously than the show did and it is much darker. But it doesn't go to far, it still feels close to the original and it does have its lighter moments. Its biggest strength though was the chemistry between the leads. The five kids really worked well with each other. And they did spend time developing each of them. They definitely worked well as a team. And Elizabeth Banks killed it as Rita. I've heard some reviewers complain that she was to over the top, but no way. Rita is supposed to be over the top. You can tell Banks was having a lot of fun. She had a particularly brutal scene with the Trini the Yellow Ranger. And needles to say, the climax was awesome. The new Zords, the new costumes, they looked great. If I had one complaint, and it is a bit odd, the two girls are a little to similar. The three boys are all distinct. But the two girls, they even look way to much alike. Once the costume are on, then it's easy to tell. And if your a big fan of the series, pay attention, there are a few references here and there.","
            6/10
            "
"roxastheknightfan","6 April 2017","I loved this movie so much!! Been waiting for something like this for over 12 years! Amazing can't recommend this ENOUGH! Would recommend any person to see this movie. Amazing Stunning IDK Amazing? oh, wait :). 10/10 would recommend you watch this with anyone. Probably one of the best movies that i have ever watched in my whole life. Amazing picture would recommend to see it.","
            8/10
            "
"jpachar82","11 July 2017","Debuting on August 28, 1993 as the Mighty Morphin Power Rangers, the franchise started out as just a little show about some teenagers gaining powers and defeating the evil that was lurking in the shadows of the world. Now enter into 2017, as the Power Rangers come back with a whole new and powerful way of taking on the forces that derail, so to speak, alien forces to take over the world. With the help of the Saban family, Dean Israelite (the director of the new film), took the Power Rangers to a whole new level. As young teenagers, who face life's biggest issues and being isolated from the world, they forge together a new bond, a bond that is stronger than adhesive tape, a powerful bond that links them together for eternity. With a threat, that will help tear them apart, played seductively and beautifully by the one alien woman that would be the breaking point of the Rangers – Rita Repulsa (Elizabeth Banks – The Hunger Games franchise), she will stop at nothing to take over the world. I loved this movie, didn't think I would, but I would love to see where they are going to take the story and the characters.","
            7/10
            "
"Mysterygeneration","6 January 2024","Power Rangers is a visually stunning, action-packed movie that pays respect to its original material by fusing nostalgia with a contemporary perspective. The ensemble, comprising a diverse group of actors, infuses their roles with charm and enthusiasm, creating a relatable bond with the audience. The movie does a good job of updating the beloved franchise with modern themes and a more complex treatment of individual backstories. But occasionally, the plot feels predictable, leaning too much on teenage superhero clichés, and the pacing drags. The film's spectacle is enhanced by the CGI effects, although sometimes they take center stage over the character-driven elements, which makes room for a more well-rounded story. Fans of the original series will find Power Rangers appealing, but others may wish for a more inventive and seamless storytelling technique.","
            9/10
            "
"samyoung-82648","31 March 2017","I've been waiting a few years for Hollywood to introduce some diversity back into films. Female ninja warrior & CEO & scientist & hacker in 1: done to death. Idiot male cast : done to death. Black infallible hero : done to death. This movie is none of those.We've got a black computer nerd who is also autistic. Awesome! Progress. We've got female bullies. Awesome! Thought Hollywood banned them. We've got a reasonable male lead who is strong and not stupid. Progress!None of the characters is especially strong, they depend on each other. The females aren't arrogant, each of the characters feels sincere (except the female villain who is somewhat silly).If you're looking for a fun flick that avoids the usual sexist politics, go see this movie. It won't win any awards and it will be forgotten in 2 years. However, they shook off the usual stereotype you've seen in the last 50 blockbusters.Well done to everybody who made this movie. It was radical (ie. avoiding sexist stereotypes). I'm glad someone had the courage.Highly recommended.","
            8/10
            "
"Daniels_review","4 March 2021","What do we have here...?
To be honest: Nothing special. This movie can be split in two parts. In the first part you see the Teenagers becoming the Power Rangers, in the second part the fight.The first part is more interesting then you would think for a superhero movie. It shows you the life of every single character and the struggles they have to deal with. All of this is needed so they can finally form up to a team and become the rangers. This part is good if you like stuff like this. Its about teenagers so it come a bit cheesy. (Every single one of them is a misfit and they open up about it.) The big problem is, that even in one and a half hours you can't fit the story of 5 people AND the story of the whole power rangers thing. So even if this is an important part it falls a bit flat. (And you end up with a hard time remembering even all of the five names.The second part is about the fight. And sadly it looses everything for me. Im serious, the fight scenes are just not good. Started interesting when they fight in their suits but goes downhill when they got into their zords.Watching it you could thinks that this is a movie for children/teenagers (I mean.... You know...?) What really bothers me about it, is the first scene where you find a joke about one guy jerk off a cow. So is it for kids? Or not?Conclusion: If this is for children or teenagers the film in it self is ok (just the first scene...) if this is for adults, then it is actually bad. So you can watch it, just don't expect too much from it. The character part is good, the fight part is really bad. So don't go for the fights, go for the story. If you don't want this, then better don't watch it.","
            6/10
            "
"ksuever_009","24 March 2017","Before I begin, I must tell you one of the biggest spoilers of this movie. IT'S NOT LIKE THE TV SHOW FROM THE 90s! If you grew up watching it like I did, this will be a little different than the one our generation grew up with. Trust me when I tell you, that's a good thing. Imagine if Batman movies still had the likeness of Adam West's portrayal of Batman from the 60s! It would be lame and people would get sick of it! That being said, let's dive in!THE TV SHOW VS THE MOVIE This movie still has the core values that make up the lore of the Power Rangers: They still morph. They still have to join forces as a team to stop evil. They still need to call on their Zords when they need more power. Rita is still out to destroy the world and take over. Goldar makes an appearance, but he doesn't speak.The things that separate this movie from the TV show are: They don't have fighting skills starting out; they have to train. They are given super powers like strength and speed that let them punch harder, jump higher and so on. They can't morph at first because they don't have the skill to do so. They need to draw the power out that exist inside of them. Zordon even makes them feel bad about it by saying ""If you can't morph, you aren't rangers."" What a jerk! LOLTHE PLOT The movie opens up with Zordon (Bryan Cranston) fighting Rita, and losing. In his last attempt to stop her, he knocks her into the ocean and she is in a state of hibernation until present day. Zordon, with his last breaths, seals away the power coins, or rocks if you'd prefer, for a future team of rangers to find. Skip ahead to present day and you see Jason, Kimberly, and Billy all in Saturday morning detention. They all made mistakes, and they all are paying for it. They eventually meet the other two members of the team, Zack and Trini at a digging site. Billy's father died and I assume he was a scientist of some sort. Billy has a fascination with rocks and blows into some rocks and the team discovers the power crystals. When he blew the rocks that exposed the crystals, security forces were called in to find out who was playing around with explosives. The team escapes in Billy's mother's minivan. As they approach a train crossing they attempt to make it but don't. Oddly, they all wake up at home but notice they have powers. They all meet up at the site again and find the secret lair to Zordon's fortress. They encounter Alpha-5 (BTW HE DOES SAY ""AYE, YI, YI, YI, YI!"" He says it once, and it's not annoying!) They are introduced to Zordon's essence; which is another way of saying the original Zordon is gone, but he can still come back. Zordon wants the new rangers to help him come back, but to do that, they need to prove they are capable of morphing. Morphing, apparently comes from the inside out. It sounds cheesy, but it looks awesome! The group cannot do it and so, Zordon makes them train without armor. They get the snot beaten out of them! It makes it more realistic from the viewer's standpoint. They didn't ask for this, they didn't want this, they are just kinda rolling with it, and they eventually earn the role. (It reminds me of Spider-man, the Toby McGuire films.) They were gifted powers they don't know how to use because they never had them before. It makes you want to see them toughen up and grow as super heroes! After going through that process, Alpha-5 shows them the Zords ""when you're ready, you will pilot these,"" he tells them. Zack can't wait, and he steals one and drives it, horribly. Later that night, Rita visits Trini at home and threatens to kill her if she doesn't tell Rita where the Zeo Crystals are. Rita mocks Trini because she cannot morph, and then offers her to join Rita against Zordon. She gives her an ultimatum, and requests that she meet her to make her decision. Rita threatens that ""tomorrow I will destroy your city."" Trini meets with the other rangers and tells them about the encounter. They meet Rita and try to fight her without armor and get their butts handed to them. She kills Billy after finding out from him, where the crystals are located. The team take Billy to Zordon and then, because of their efforts, acting as real rangers, Zordon can return. He doesn't. He uses that power to bring Billy back to life. The rangers morph and then head out to stop Rita. They use their skills and armor to beat down Putties, and eventually call on their Zords. They stop Rita by combining their Zords. When they defeat Rita, she tells the rangers that ""others will come, it won't be just me!"" (I hope she means Lord Zed!). Jason asks her to give up her power crystal and staff, and surrender to Zordon. She refuses, and they literally B!@CH SLAP her into space. As she ascends into space, she hibernates again, turning to ice.FINAL THOUGHTS This movie is nothing like the TV show I grew up with in the 90s. I have fond memories of that show from when I was a kid, but it matured. For that I am thankful! It was fun to watch, and it brought the little kid inside of me out. My kids loved it, and I can certainly say it exceeded my expectations! It's not like the show I remembered, but that's okay. It's actually better IMHO. BTW, there were two rangers from the TV show that cameoed towards the end. I won't spoil that for you! 😉","
            6/10
            "
"ukhammer1987-1","24 April 2020","I grew up watching Power Rangers and I have been waiting for a film as good as this. For us old schoolers it is surely a great trip down Nostalgia lane. Also for new viewers I'd say that it is a great choice in film. Power Rangers, a few cuss words and Bryan Cranston... what more do you need. It's finally grown up and they have done a great job of doing just that.
Cast are funny and fit the roles perfectly... all in all I could have given it a higher grade but a 7 is reasonable but probably closer to an 8","
            8/10
            "
"OMTR","23 April 2022","A faithful adaptation of the television series of the early 1990s, which is a great lesson in life as it takes the time to develop the plot and its characters.Evil Rita Repulsa has all the gold in the world, but she lacks the heart and mind values of the Power Rangers, who teach that humility and collectivism are the virtues that save the world.","
            4/10
            "
"migualves","1 October 2018","It could be better, yes it could, but is a different way to see the Power Rangers. But still is very entertaining, even for the original tv version viewers.","
            8/10
            "
"Screen_Blitz","28 June 2017","Who would have expected for Saban's cheesy, yet popular television franchises to spear their way back on the silver screen? Unless you were a child growing in the 90s or early-to-mid 2000s as the fan of the one of the TV shows, chances are you were expecting the team of teenagers confined into their robotic suits to decimate into obscurity. Against those odds, Dean Israelite, the director behind the mediocre found-footage thriller 'Project Almanac', becomes the operator of the first Power Rangers film to hit the theaters since the abysmal sequel titled 'Power Rangers Turbo' two decades ago. In a shocking conclusion, this teen superhero boasts a surprising amount of competence compared to the overwhelming goofiness that defined the original source material. Tearing away from the television shows' campy style in favor of a slightly gritter approach, Israelite somewhat proves that you can uproot more competence out of a source material that is highly unknown for harvesting a lick of intelligence. That is not to say that his execution kicks off on a clunky start. This film follows a group of high school strangers: mischievous Jason (played by Dacre Montgomery), former cheerleader Kimberly (played by Naomi Scott), smart, but bullied loner Billy (played by (RJ Cyler), a social outcast Trini (played by Becky G), and a lonely Asian Zack (played by Ludi Linn). Upon coming across a mysterious alien ship underground, these teens acquire uncanny superpowers and are enlisted by a computerized-being named Zordon (voiced by Bryan Cranston) and his robotic dwarf Alpha-5 (voiced by Bill Hader) to save the world against an evil queen named Rita Repulsa (played by Elizabeth Banks). By far the easiest and arguably most predictable achievement this film acquires from Dean Israelite's direction is generating immense nostalgia for fans of the television series. The most notable element would be splicing in the theme song at the height of the climatic battle sequence. Israelite's directorial efforts on bringing the popular source material to life however, finds no escape from the flaws that riddle the final product. Rather than introducing the character as veterans of the titular superhero squad, the movie boasts an origin story follows the genesis of the teens acquiring their powers. Spending the first half establishing each of the teen's backgrounds, one of which involves the Asian kid coping the sickness of his mother, another involving a teen girl questioning her sexuality upon meeting these new others. That is right! the superhero genre has just gave birth to their first LGBT superhero. Anyway, the film does show a muscle with character development rather settling generic high school stereotypes. But what about the fun? The main problematic aspect here is the struggle to bring back the campy, if cheesy fun that made the original television franchises entertaining. Whether it is from sore lack of superhero action up until the final twenty minutes or the clunky tonal shifts, the excitement of the titular heroes fight to save the world feels shallow. The climatic battle sequence at the end is somewhat fun and visually appealing, but is nothing impressive. The performances from the cast are mostly solid, though Elizabeth Banks's hammy portrayal as the villain Rita Repulsa feels somewhat out of place. There's a few well landed attempts at humor along dozens of laughable one-liners dealing with Krispy Kreme. What is up? Was the director trying to disguise this movie into a two-hour commercial for a donut shop. Maybe not, but it almost feels like it.Power Rangers is surprisingly proficient adaptation of the source material of the same name with some goods to offer, but perhaps not much so for those unconverted to the Power Ranger fandom. Above all, it is more than likely the nostalgia of the popular television shows will triumph over the writing and direction. Entertained or not, there is a hint of a sequel lurking upon the horizon.","
            6/10
            "
"joshbarton15","26 March 2017","With the major box-office success of something like the Transformers franchise, I'm surprised that it's taken until 2017 to reboot the Power Rangers franchise for a modern audience. An avid viewer of the original television series back in the 90s, there was no way I was going to miss their first big screen appearance in twenty years.When a group of high-school kids; Jason (Dacre Montgomery), Kimberly (Naomi Scott), Billy (RJ Cyler), Trini (Becky G) and Zack (Ludi Lin), uncover an ancient spaceship, they discover the power coins they stumbled upon have given them superpowers. Meeting Zordon (Bryan Cranston), via his consciousness that has been uploaded to the ship, they learn that they must harness their new abilities and become the Power Rangers, before the evil Rita Repulsa (Elizabeth Banks) destroys all life on Earth.There is no denying that Power Rangers is cinematic trash and the film's biggest flaw is that it doesn't fully embrace the fact that is what it is, leading to the film becoming a complete and utter tonal mess, unable to decide whether it wants to be an edgy superhero film full of teen angst or an all out cheesy superhero film. In the end it chooses to be both and the film really does suffer because of it.This is Power Rangers for crying out loud so I expect the over-the-top cheesy finale that unfolds once they morph for the first time however, when this finale comes after ninety minutes of semi- serious build up, it just doesn't fit together at all. That's another problem this film has; it's way too long, clocking in at just over two hours.The semi-serious side is weighed down by backstories of these misfits who meet while attending Saturday detention but The Breakfast Club this is not. There is way too much baggage attached to these characters, including Billy's autism which was in danger of becoming a gimmick. It's commendable to include such a thing, as well as one of the characters being gay however, there's no need to make such a song and dance about it.There is fun to be had with Power Rangers mind. From the moment they fully become the Power Rangers right through until the end I felt like a 90s kid again sat in front of the television on a Saturday morning. I did find the build up to all of that tolerable it's just I wish they'd have settled on making the rest of the film as batshit crazy as its final act.There isn't really much that can be said about the acting in this film other than the five playing the Power Rangers aren't all that bad and Elizabeth Banks has an absolute ball hamming it up as Rita Repulsa, a villain who has nothing about her except being pure evil, which makes a change for once.Power Rangers didn't disappoint me at all because I wasn't expecting it to be anything but a poor film. My suggestion would be to switch off all brain cells, get the biggest tub of popcorn and just let the insanity take over.","
            6/10
            "
"Benjamin-M-Weilert","8 March 2019","In one of the many gritty reboots of a nostalgic 1990's franchise, I didn't have much expectation for Power Rangers (2017). The original show was pretty campy, with a tried-and-true plot structure that didn't change much from episode to episode. In fact, I probably couldn't tell you the specific plot of any of the episodes. They'd usually follow this format: the main villain would go about trying to obtain some goal via their minions/henchmen, the Power Rangers would morph and fight the minions/henchmen, the minions/henchmen would grow large and start destroying everything, the Power Rangers would call their Zords out to battle, and (finally) the Zords would combine into the Megazord and the foe would be vanquished.While Power Rangers did follow some of the structure of the television show format, it also managed to create characters with some depth and background to them. From a disgraced football star to an autistic teen who doesn't get jokes to a cyber-bully cheerleader to a (possibly) bisexual loner to a reckless mother's boy, the five teenagers certainly have their share of angst and diversity. I do give kudos to the scriptwriters for including characters that feel distinctly modern without being too preachy about it.And yet, while Power Rangers has a lot going for it, including plenty of action and a modicum of nostalgia, there are still a few flaws. Some of the humor is a bit juvenile, especially for a PG-13 film. I also couldn't help but recognize the quite familiar setup of The Breakfast Club (1985), even to the point where I wanted the film to end with the Red Ranger holding a defiant fist in the air while ""Don't You (Forget About Me)"" plays in the background. Was this supposed to be a reboot of The Breakfast Club instead of Mighty Morphin' Power Rangers?A surprisingly well-done nostalgic reboot, I give Power Rangers 4.0 stars out of 5.","
            9/10
            "
"Snootz","16 July 2017","While not a ""bad"" movie, one has to realize that a movie named ""Power Rangers"" isn't going to appeal to much of anyone over 10 years of age. But beyond that, this flick is a slow-moving, anti-climatic, dull and insensible let-down of both scripting and directing.On the one hand, unlike Transformers one can always tell what is going on. But that's mainly because very little is going on. From the poorly-choreographed fight scenes to the lame dialog, Power Rangers is a yawner from beginning to end.On a positive note the armored suits were a step-up from the series. No more latex and spandex sissy-suits here; this is some decent (if colorful) battle armor. I would give them thumbs-up on the CGI but face it... at this period of time, basic CGI is old-hat and cliché. Booorrinnng. Not because I'm an action junkie but rather the exact opposite: action without substance is pointless (which is one reason I can't tolerate Transformers).The only thing that could have saved this movie would have been choosing another theme entirely. Then start with a story that's beyond the trite ""bad person wants to destroy everything"" plot, and some characters that are more than 2-dimensional attempts at failed sympathy votes.I would have given this 5 points except for the innuendos that children likely didn't understand and adults would consider and juvenile and offensive bathroom humor. That lost them one star that would have graded the film as ""mediocre"". As it is, 4 stars is generous. Next time people, find a better-quality outdated theme to re-hash. Or at least make a movie that doesn't drive even existing fans to wrist-slashing despair.","
            10/10
            "
"rsmstr","9 April 2023","I don't know why this movie got so much hate and ridicule.I watched the Mighty Morphin Power Rangers show a decent amount as a kid and the movie a LOT.I remember seeing this movie in theaters a couple of times and thoroughly enjoyed it, crying and cheering with nostalgia.I rewatched it recently and it's still a great fun watch. Sure it has its flaws but they are MINOR compared to how it feels overall.The actors did damn good job portraying the characters we all know and loved.Definitely deserved a sequel and then some, especially considering the teaser for Tommy, the green ranger, at the end.","
            4/10
            "
