"","title","author","subject","abstract","meta"
"116","Credit Card Fraud Detection with Subspace Learning-based One-Class Classification","Zaffar Zaffar, Fahad Sohrab, Juho Kanniainen, Moncef Gabbouj","Machine Learning (cs.LG)","In an increasingly digitalized commerce landscape, the proliferation of credit card fraud and the evolution of sophisticated fraudulent techniques have led to substantial financial losses. Automating credit card fraud detection is a viable way to accelerate detection, reducing response times and minimizing potential financial losses. However, addressing this challenge is complicated by the highly imbalanced nature of the datasets, where genuine transactions vastly outnumber fraudulent ones. Furthermore, the high number of dimensions within the feature set gives rise to the ``curse of dimensionality"". In this paper, we investigate subspace learning-based approaches centered on One-Class Classification (OCC) algorithms, which excel in handling imbalanced data distributions and possess the capability to anticipate and counter the transactions carried out by yet-to-be-invented fraud techniques. The study highlights the potential of subspace learning-based OCC algorithms by investigating the limitations of current fraud detection strategies and the specific challenges of credit card fraud detection. These algorithms integrate subspace learning into the data description; hence, the models transform the data into a lower-dimensional subspace optimized for OCC. Through rigorous experimentation and analysis, the study validated that the proposed approach helps tackle the curse of dimensionality and the imbalanced nature of credit card data for automatic fraud detection to mitigate financial losses caused by fraudulent activities.","Tue, 26 Sep 2023 12:26:28 UTC (214 KB)"
"117","State-Compute Replication: Parallelizing High-Speed Stateful Packet Processing","Qiongwen Xu, Sebastiano Miano, Xiangyu Gao, Tao Wang, Songyuan Zhang, Anirudh Sivaraman, Gianni Antichi, Srinivas Narayana","Networking and Internet Architecture (cs.NI)","With the slowdown of Moore's law, CPU-oriented packet processing in software will be significantly outpaced by emerging line speeds of network interface cards (NICs). Single-core packet-processing throughput has saturated. We consider the problem of high-speed packet processing with multiple CPU cores. The key challenge is state--memory that multiple packets must read and update. The prevailing method to scale throughput with multiple cores involves state sharding, processing all packets that update the same state, i.e., flow, at the same core. However, given the heavy-tailed nature of realistic flow size distributions, this method will be untenable in the near future, since total throughput is severely limited by single core performance. This paper introduces state-compute replication, a principle to scale the throughput of a single stateful flow across multiple cores using replication. Our design leverages a packet history sequencer running on a NIC or top-of-the-rack switch to enable multiple cores to update state without explicit synchronization. Our experiments with realistic data center and wide-area Internet traces shows that state-compute replication can scale total packet-processing throughput linearly with cores, deterministically and independent of flow size distributions, across a range of realistic packet-processing programs.","Tue, 26 Sep 2023 03:55:46 UTC (417 KB)"
"118","More than Model Documentation: Uncovering Teachers' Bespoke Information Needs for Informed Classroom Integration of ChatGPT","Mei Tan, Hariharan Subramonyam","Human-Computer Interaction (cs.HC)","ChatGPT has entered classrooms, but not via the typical route of other educational technology, which includes comprehensive training, documentation, and vetting. Consequently, teachers are urgently tasked to assess its capabilities to determine potential effects on student learning and instruct their use of ChatGPT. However, it is unclear what support teachers have and need and whether existing documentation, such as model cards, provides adequate direction for educators in this new paradigm. By interviewing 22 middle- and high-school teachers, we connect the discourse on AI transparency and documentation with educational technology integration, highlighting the critical information needs of teachers. Our findings reveal that teachers confront significant information gaps, lacking clarity on exploring ChatGPT's capabilities for bespoke learning tasks and ensuring its fit with the needs of diverse learners. As a solution, we propose a framework for interactive model documentation that empowers teachers to navigate the interplay between pedagogical and technical knowledge.","Mon, 25 Sep 2023 18:43:07 UTC (837 KB)"
"119","Robust Principal Component Analysis using Density Power Divergence","Subhrajyoty Roy, Ayanendranath Basu, Abhik Ghosh","Methodology (stat.ME)","Principal component analysis (PCA) is a widely employed statistical tool used primarily for dimensionality reduction. However, it is known to be adversely affected by the presence of outlying observations in the sample, which is quite common. Robust PCA methods using M-estimators have theoretical benefits, but their robustness drop substantially for high dimensional data. On the other end of the spectrum, robust PCA algorithms solving principal component pursuit or similar optimization problems have high breakdown, but lack theoretical richness and demand high computational power compared to the M-estimators. We introduce a novel robust PCA estimator based on the minimum density power divergence estimator. This combines the theoretical strength of the M-estimators and the minimum divergence estimators with a high breakdown guarantee regardless of data dimension. We present a computationally efficient algorithm for this estimate. Our theoretical findings are supported by extensive simulations and comparisons with existing robust PCA methods. We also showcase the proposed algorithm's applicability on two benchmark datasets and a credit card transactions dataset for fraud detection.","Sun, 24 Sep 2023 02:59:39 UTC (3,391 KB)"
"120","WikiMT++ Dataset Card","Monan Zhou, Shangda Wu, Yuan Wang, Wei Li","Information Retrieval (cs.IR)","WikiMT++ is an expanded and refined version of WikiMusicText (WikiMT), featuring 1010 curated lead sheets in ABC notation. To expand application scenarios of WikiMT, we add both objective (album, lyrics, video) and subjective emotion (12 emotion adjectives) and emo\_4q (Russell 4Q) attributes, enhancing its usability for music information retrieval, conditional music generation, automatic composition, and emotion classification, etc. Additionally, CLaMP is implemented to correct the attributes inherited from WikiMT to reduce errors introduced during original data collection and enhance the accuracy and completeness of our dataset.","Sat, 23 Sep 2023 04:46:28 UTC (121 KB)"
"121","AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures","Eli Sherman, Ian W. Eisenberg","Artificial Intelligence (cs.AI)","As AI systems' sophistication and proliferation have increased, awareness of the risks has grown proportionally (Sorkin et al. 2023). In response, calls have grown for stronger emphasis on disclosure and transparency in the AI industry (NTIA 2023; OpenAI 2023b), with proposals ranging from standardizing use of technical disclosures, like model cards (Mitchell et al. 2019), to yet-unspecified licensing regimes (Sindhu 2023). Since the AI value chain is complicated, with actors representing various expertise, perspectives, and values, it is crucial that consumers of a transparency disclosure be able to understand the risks of the AI system the disclosure concerns. In this paper we propose a risk profiling standard which can guide downstream decision-making, including triaging further risk assessment, informing procurement and deployment, and directing regulatory frameworks. The standard is built on our proposed taxonomy of AI risks, which reflects a high-level categorization of the wide variety of risks proposed in the literature. We outline the myriad data sources needed to construct informative Risk Profiles and propose a template-based methodology for collating risk information into a standard, yet flexible, structure. We apply this methodology to a number of prominent AI systems using publicly available information. To conclude, we discuss design decisions for the profiles and future work.","Fri, 22 Sep 2023 20:45:15 UTC (873 KB)"
"122","Efficient N:M Sparse DNN Training Using Algorithm, Architecture, and Dataflow Co-Design","Chao Fang, Wei Sun, Aojun Zhou, Zhongfeng Wang","Machine Learning (cs.LG)","Sparse training is one of the promising techniques to reduce the computational cost of DNNs while retaining high accuracy. In particular, N:M fine-grained structured sparsity, where only N out of consecutive M elements can be nonzero, has attracted attention due to its hardware-friendly pattern and capability of achieving a high sparse ratio. However, the potential to accelerate N:M sparse DNN training has not been fully exploited, and there is a lack of efficient hardware supporting N:M sparse training. To tackle these challenges, this paper presents a computation-efficient training scheme for N:M sparse DNNs using algorithm, architecture, and dataflow co-design. At the algorithm level, a bidirectional weight pruning method, dubbed BDWP, is proposed to leverage the N:M sparsity of weights during both forward and backward passes of DNN training, which can significantly reduce the computational cost while maintaining model accuracy. At the architecture level, a sparse accelerator for DNN training, namely SAT, is developed to neatly support both the regular dense operations and the computation-efficient N:M sparse operations. At the dataflow level, multiple optimization methods ranging from interleave mapping, pre-generation of N:M sparse weights, and offline scheduling, are proposed to boost the computational efficiency of SAT. Finally, the effectiveness of our training scheme is evaluated on a Xilinx VCU1525 FPGA card using various DNN models and datasets. Experimental results show the SAT accelerator with the BDWP sparse training method under 2:8 sparse ratio achieves an average speedup of 1.75x over that with the dense training, accompanied by a negligible accuracy loss of 0.56% on average. Furthermore, our proposed training scheme significantly improves the training throughput by 2.97~25.22x and the energy efficiency by 1.36~3.58x over prior FPGA-based accelerators.","Fri, 22 Sep 2023 17:26:19 UTC (813 KB)"
"123","Unlocking Model Insights: A Dataset for Automated Model Card Generation","Shruti Singh, Hitesh Lodwal, Husain Malwat, Rakesh Thakur, Mayank Singh","Computation and Language (cs.CL)","Language models (LMs) are no longer restricted to ML community, and instruction-tuned LMs have led to a rise in autonomous AI agents. As the accessibility of LMs grows, it is imperative that an understanding of their capabilities, intended usage, and development cycle also improves. Model cards are a popular practice for documenting detailed information about an ML model. To automate model card generation, we introduce a dataset of 500 question-answer pairs for 25 ML models that cover crucial aspects of the model, such as its training configurations, datasets, biases, architecture details, and training resources. We employ annotators to extract the answers from the original paper. Further, we explore the capabilities of LMs in generating model cards by answering questions. Our initial experiments with ChatGPT-3.5, LLaMa, and Galactica showcase a significant gap in the understanding of research papers by these aforementioned LMs as well as generating factual textual responses. We posit that our dataset can be used to train models to automate the generation of model cards from paper text and reduce human effort in the model card curation process. The complete dataset is available on this https URL","Fri, 22 Sep 2023 04:46:11 UTC (7,796 KB)"
"124","Study on the sensitivity of the Higgs boson couplings in photon-photon collision at CLIC and muon collider","S. Spor","High Energy Physics - Phenomenology (hep-ph)","In a model-independent way, we explore the potential of photon-induced interactions with the process $\gamma^* \gamma^* \rightarrow ZZ$ to investigate CP-conserving and CP-violating dimension-six operators of Higgs-gauge boson couplings using the Standard Model Effective Field Theory (SMEFT). The existence of anomalous $H\gamma\gamma$ and $HZZ$ couplings is discussed at 3 TeV Compact Linear Collider (CLIC) and 10 TeV Muon Collider (MuC) with an integrated luminosity of 5 and 10 ab$^{-1}$, respectively. All signal and relevant background events are generated in MadGraph and passed through PYTHIA for parton showering and hadronization. Detector effects are evaluated via CLIC and MuC detector cards tuned in Delphes. We report the 95% confidence level limits on the Wilson coefficients $\overline{c}_\gamma$, $\overline{c}_{HB}$, $\overline{c}_{HW}$, $\widetilde{c}_\gamma$, $\widetilde{c}_{HB}$, $\widetilde{c}_{HW}$ and compare them with experimental and phenomenological limits.","Thu, 21 Sep 2023 21:42:20 UTC (736 KB)"
"125","Optimizing Traversing and Retrieval Speed of Large Breached Databases","Mayank Gite","Databases (cs.DB)","Breached data refers to the unauthorized access, theft, or exposure of confidential or sensitive information. Breaches typically occur when malicious actors or unauthorized users breach secure systems or networks, resulting in compromised personally identifiable information (PII), protected or personal health information (PHI), payment card industry (PCI) information, or other sensitive data. Data breaches are often the result of malicious activities such as hacking, phishing, insider threats, malware, or physical theft. The misuse of breached data can lead to identity theft, fraud, spamming, or blackmailing. Organizations that experience data breaches may face legal and financial consequences, reputational damage, and harm to their customers or users. Breached records are commonly sold on the dark web or made available on various public forums. To counteract these malicious activities, it is possible to collect breached databases and mitigate potential harm. These databases can be quite large, reaching sizes of up to 150 GB or more. Typically, breached data is stored in the CSV (Comma Separated Value) format due to its simplicity and lightweight nature, which reduces storage requirements. Analyzing and traversing large breached databases necessitates substantial computational power. However, this research explores techniques to optimize database traversal speed without the need to rent expensive cloud machines or virtual private servers (VPS). This optimization will enable individual security researchers to analyze and process large databases on their personal computer systems while significantly reducing costs.","Wed, 6 Sep 2023 13:11:18 UTC (573 KB)"
"126","Stylish Risk-Limiting Audits in Practice","Amanda K. Glazer, Jacob V. Spertus, Philip B. Stark","Applications (stat.AP)","Risk-limiting audits (RLAs) can use information about which ballot cards contain which contests (card-style data, CSD) to ensure that each contest receives adequate scrutiny, without examining more cards than necessary. RLAs using CSD in this way can be substantially more efficient than RLAs that sample indiscriminately from all cast cards. We describe an open-source Python implementation of RLAs using CSD for the Hart InterCivic Verity voting system and the Dominion Democracy Suite(R) voting system. The software is demonstrated using all 181 contests in the 2020 general election and all 214 contests in the 2022 general election in Orange County, CA, USA, the fifth-largest election jurisdiction in the U.S., with over 1.8 million active voters. (Orange County uses the Hart Verity system.) To audit the 181 contests in 2020 to a risk limit of 5% without using CSD would have required a complete hand tally of all 3,094,308 cast ballot cards. With CSD, the estimated sample size is about 20,100 cards, 0.65% of the cards cast--including one tied contest that required a complete hand count. To audit the 214 contests in 2022 to a risk limit of 5% without using CSD would have required a complete hand tally of all 1,989,416 cast cards. With CSD, the estimated sample size is about 62,250 ballots, 3.1% of cards cast--including three contests with margins below 0.1% and 9 with margins below 0.5%.","Sat, 16 Sep 2023 19:21:17 UTC (445 KB)"
"127","An Unified Search and Recommendation Foundation Model for Cold-Start Scenario","Yuqi Gong, Xichen Ding, Yehui Su, Kaiming Shen, Zhongyi Liu, Guannan Zhang","Information Retrieval (cs.IR)","In modern commercial search engines and recommendation systems, data from multiple domains is available to jointly train the multi-domain model. Traditional methods train multi-domain models in the multi-task setting, with shared parameters to learn the similarity of multiple tasks, and task-specific parameters to learn the divergence of features, labels, and sample distributions of individual tasks. With the development of large language models, LLM can extract global domain-invariant text features that serve both search and recommendation tasks. We propose a novel framework called S\&R Multi-Domain Foundation, which uses LLM to extract domain invariant features, and Aspect Gating Fusion to merge the ID feature, domain invariant text features and task-specific heterogeneous sparse features to obtain the representations of query and item. Additionally, samples from multiple search and recommendation scenarios are trained jointly with Domain Adaptive Multi-Task module to obtain the multi-domain foundation model. We apply the S\&R Multi-Domain foundation model to cold start scenarios in the pretrain-finetune manner, which achieves better performance than other SOTA transfer learning methods. The S\&R Multi-Domain Foundation model has been successfully deployed in Alipay Mobile Application's online services, such as content query recommendation and service card recommendation, etc.","Sat, 16 Sep 2023 10:00:02 UTC (4,969 KB)"
"128","A central limit theorem for a card shuffling problem","Shane Chern, Lin Jiu, Italo Simonelli","Probability (math.PR)","Given a positive integer $n$, consider a random permutation $\tau$ of the set $\{1,2,\ldots, n\}$. In $\tau$, we look for sequences of consecutive integers that appear in adjacent positions: a maximal such a sequence is called a block. Each block in $\tau$ is merged, and after all the merges, the elements of this new set are relabeled from $1$ to the current number of elements. We continue to randomly permute and merge this new set until only one integer is left. In this paper, we investigate the asymptotic behavior of $X_n$, the number of permutations needed for this process to end. In particular, we find an explicit asymptotic expression for each of $\mathbf{E}[X_n]$ and $\mathbf{Var} [X_n]$ as well as for every higher central moment, and show that $X_n$ satisfies a central limit theorem.","Sat, 16 Sep 2023 02:36:20 UTC (21 KB)"
"129","Speeding up the GENGA N-body integrator on consumer-grade graphics cards","R. Brasser, S. L. Grimm, P. Hatalova, J. G. Stadel","Earth and Planetary Astrophysics (astro-ph.EP)","GPU computing is popular due to the calculation potential of a single card. The N-body integrator GENGA is built to for this, but it suffers a performance penalty on consumer-grade GPUs due to their truncated double precision (FP64) performance. We aim to speed up GENGA on consumer-grade cards by harvesting their high single-precision performance (FP32). We modified GENGA to be able to compute the long-distance forces between bodies in FP32 precision and tested this with 5 experiments. We ran simulations with similar initial conditions of 6600 planetesimals in both FP32 and FP64 precision. We also ran simulations that i) began with a mixture of planetesimals and planetary embryos, ii) planetesimal-driven giant planet migration, and iii) terrestrial planet formation with a gas disc. Second, we ran the same simulation beginning with 40 000 planetesimals using both FP32 and FP64 precision forces on a variety of consumer-grade and Tesla GPUs to measure the performance boost of FP32 computing. There are no statistical differences when running in FP32 or FP64 precision that can be attributed to the force prescription rather than stochastic effects. The uncertainties in energy are almost identical when using both precisions. However, the uncertainty in the angular momentum using FP32 rather than FP64 precision long-range forces is about two orders of magnitude greater, but still very low. Running the simulations in single precision on consumer-grade cards decreases running time by a factor of three and becomes within a factor of three of a Tesla A100 GPU. Additional tuning speeds up the simulation by a factor of two across all types of cards. The option to compute the long-range forces in single precision in GENGA when using consumer-grade GPUs dramatically improves performance at a little penalty to accuracy. There is an additional environmental benefit because it reduces energy usage.","Fri, 15 Sep 2023 07:33:34 UTC (5,971 KB)"
"130","Commutator nilpotency for somewhere-to-below shuffles","Darij Grinberg","Combinatorics (math.CO)","Given a positive integer $n$, we consider the group algebra of the symmetric group $S_{n}$. In this algebra, we define $n$ elements $t_{1},t_{2},\ldots,t_{n}$ by the formula \[ t_{\ell}:=\operatorname*{cyc}\nolimits_{\ell}+\operatorname*{cyc}\nolimits_{\ell,\ell+1}+\operatorname*{cyc}\nolimits_{\ell,\ell+1,\ell+2}+\cdots+\operatorname*{cyc}\nolimits_{\ell,\ell+1,\ldots,n}, \] where $\operatorname*{cyc}\nolimits_{\ell,\ell+1,\ldots,k}$ denotes the cycle that sends $\ell\mapsto\ell+1\mapsto\ell+2\mapsto\cdots\mapsto k\mapsto\ell$. These $n$ elements are called the *somewhere-to-below shuffles* due to an interpretation as card-shuffling operators. In this paper, we show that their commutators $\left[ t_{i},t_{j}\right] =t_{i}t_{j}-t_{j}t_{i}$ are nilpotent, and specifically that \[ \left[ t_{i},t_{j}\right] ^{\left\lceil \left( n-j\right) /2\right\rceil +1}=0\ \ \ \ \ \ \ \ \ \ \text{for any }i,j\in\left\{ 1,2,\ldots,n\right\} \] and \[ \left[ t_{i},t_{j}\right] ^{j-i+1}=0\ \ \ \ \ \ \ \ \ \ \text{for any }1\leq i\leq j\leq n. \] We discuss some further identities and open questions.","Mon, 11 Sep 2023 09:37:33 UTC (37 KB)[v2] Wed, 20 Sep 2023 13:09:51 UTC (35 KB)"
"131","Provably Unlinkable Smart Card-based Payments","Sergiu Bursuc, Ross Horne, Sjouke Mauw, Semen Yurkov","Cryptography and Security (cs.CR)","The most prevalent smart card-based payment method, EMV, currently offers no privacy to its users. Transaction details and the card number are sent in cleartext, enabling the profiling and tracking of cardholders. Since public awareness of privacy issues is growing and legislation, such as GDPR, is emerging, we believe it is necessary to investigate the possibility of making payments anonymous and unlinkable without compromising essential security guarantees and functional properties of EMV. This paper draws attention to trade-offs between functional and privacy requirements in the design of such a protocol. We present the UTX protocol - an enhanced payment protocol satisfying such requirements, and we formally certify key security and privacy properties using techniques based on the applied pi-calculus.","Wed, 6 Sep 2023 16:06:40 UTC (1,122 KB)"
"132","Big Two and n-card poker probabilities","Brian Wu, Chai Wah Wu","History and Overview (math.HO)","Between the poker hands of straight, flush, and full house, which hand is more common? In standard 5-card poker, the order from most common to least common is straight, flush, full house. The same order is true for 7-card poker such as Texas hold'em. However, is the same true for n-card poker for larger n? We study the probability of obtaining these various hands for n-card poker for various values of $n\geq 5$. In particular, we derive equations for the probability of flush, straight and full house and show that the probability of flush is less than a straight when $n\leq 11$, and is more than a straight when n>11. Similarly, we show that the probability of full house is less than a straight when $n\leq 19$, and is more than a straight when n>19. This means that for games such as Big Two where the ordering of 13-card hands depends on the ordering in 5-card poker, the ranking ordering does not follow the occurrence probability ordering, contrary to what intuition suggests.","Wed, 16 Aug 2023 01:19:40 UTC (19 KB)"
"133","Study of Zero-Knowledge protocols and Elliptic Curve Cryptography and their implementation in Smart Card environments using Java Card","Carlos Andres Agudelo Serna","Cryptography and Security (cs.CR)","This paper studies the problem of Zero-Knowledge Protocol (ZKP) and elliptic curve cryptographic implementation in a computationally limited environment, such as, the smart cards, using Java Card. Besides that, it is explained how the zero-knowledge protocol was selected to implement it on a smart card and how the benchmarking was conducted to select this protocol. The paper also shows a theoretical development to implement the ZKP protocol using elliptic curve cryptography. Keywords: Authentication; Zero-knowledge; Cryptography; Elliptic Curve; Java card; Smart cards","Thu, 31 Aug 2023 12:15:03 UTC (513 KB)"
"134","On Card guessing games: limit law for no feedback one-time riffle shuffle","Markus Kuba, Alois Panholzer","Combinatorics (math.CO)","We consider the following card guessing game with no feedback. An ordered deck of n cards labeled 1 up to n is riffle-shuffled exactly one time. Then, the goal of the game is to maximize the number of correct guesses of the cards. One after another a single card is drawn from the top, the guesser makes a guess without seeing the card and gets no response if the guess was correct or not. Building upon and improving earlier results, we provide a limit law for the number of correct guesses and also show convergence of the integer moments.","Wed, 30 Aug 2023 06:28:01 UTC (69 KB)"
"135","Online Poker and Rummy -- Games of Skill or Chance?","Taranjit Kaur, Manas Pati Tripathi, Ashirbad Samantaray, Tapan K. Gandhi","Human-Computer Interaction (cs.HC)","The paper aims to investigate the degree of cognitive skills required for success in online versions of the popular card game rummy and poker. The study focuses on analyzing the impact of experience and learnable skills on success in the online card game. We also propose a framework to analyze online games to conclude on whether they are games of learnable skill or are they games of chance. The hypotheses proposed aim to test whether online and offline card games are comparable in terms of cognitive engagement and skill requirements. To assess these hypotheses, key elements of gameplay such as shuffling of cards, card deck randomness, and seating of players are analyzed. We also adopted statistical approaches to understand the characteristics of card games in terms of random chance or skill. From the analysis, we could see that the normality of the derived variables deviates significantly from the normal distribution showing a non-linear trend. It signifies that the mean of the involved skill variables is not zero as the user plays a greater number of games, thereby strengthening the assumption that the long-term success in online card games is attributed to skill and not chance. There is no difference in online and offline versions of card games (rummy and poker) from the perspective of requirement of skills. Moreover, our finding suggests that there is a preponderance of skills to succeed in online card gaming. Overall, the findings of this research contribute to a better understanding of cognitive skills in online gaming environments.","Mon, 28 Aug 2023 11:10:41 UTC (1,384 KB)"
"136","Probing the electromagnetic properties of the neutrinos at future lepton colliders","H. Denizli, A. Senol, M. Köksal","High Energy Physics - Phenomenology (hep-ph)","In this study, we explore the non-standard $\nu\bar{\nu}\gamma \gamma$ couplings parametrized by dimension-seven operators via $e^{+}e^{-} \to \nu\bar{\nu}\gamma$ process at the FCC-ee/CEPC and $\mu^{+}\mu^{-}\to\nu\bar{\nu}\gamma$ process at the Muon Colliders. For the detailed Monte Carlo simulation, all signal and relevant background events are produced within the framework of Madgraph where non-standard $\nu\bar{\nu}\gamma \gamma$ couplings are implemented. After passing through Pythia for parton showering and hadronization, detector effects are included via tuned corresponding detector cards for each collider in Delphes. Projected sensitivities on $\nu\bar{\nu}\gamma \gamma$ couplings are obtained at a 5$\sigma$ confidence level without and with $5\%$ systematic uncertainties for the FCC-ee/CEPC and the Muon Colliders, showcasing the complementarity between lepton colliders. Our best limit on the anomalous $\nu\bar{\nu}\gamma \gamma$ couplings even with 5\% systematic uncertainties for muon collider with $\sqrt{s}=10$ TeV and $L_{int}=3$ ab$^{-1}$ are found to be thirteen orders of magnitude stronger than the upper bound obtained from rare decay $Z\to\gamma\gamma\nu\bar{\nu}$ analysis using LEP data.","Thu, 24 Aug 2023 19:27:20 UTC (141 KB)"
"137","Short Run Transit Route Planning Decision Support System Using a Deep Learning-Based Weighted Graph","Nadav Shalit, Michael Fire, Dima Kagan, Eran Ben-Elia","Artificial Intelligence (cs.AI)","Public transport routing plays a crucial role in transit network design, ensuring a satisfactory level of service for passengers. However, current routing solutions rely on traditional operational research heuristics, which can be time-consuming to implement and lack the ability to provide quick solutions. Here, we propose a novel deep learning-based methodology for a decision support system that enables public transport (PT) planners to identify short-term route improvements rapidly. By seamlessly adjusting specific sections of routes between two stops during specific times of the day, our method effectively reduces times and enhances PT services. Leveraging diverse data sources such as GTFS and smart card data, we extract features and model the transportation network as a directed graph. Using self-supervision, we train a deep learning model for predicting lateness values for road segments. These lateness values are then utilized as edge weights in the transportation graph, enabling efficient path searching. Through evaluating the method on Tel Aviv, we are able to reduce times on more than 9\% of the routes. The improved routes included both intraurban and suburban routes showcasing a fact highlighting the model's versatility. The findings emphasize the potential of our data-driven decision support system to enhance public transport and city logistics, promoting greater efficiency and reliability in PT services.","Thu, 24 Aug 2023 14:37:55 UTC (1,609 KB)"
"138","CXL Memory as Persistent Memory for Disaggregated HPC: A Practical Approach","Yehonatan Fridman, Suprasad Mutalik Desai, Navneet Singh, Thomas Willhalm, Gal Oren","Distributed, Parallel, and Cluster Computing (cs.DC)","In the landscape of High-Performance Computing (HPC), the quest for efficient and scalable memory solutions remains paramount. The advent of Compute Express Link (CXL) introduces a promising avenue with its potential to function as a Persistent Memory (PMem) solution in the context of disaggregated HPC systems. This paper presents a comprehensive exploration of CXL memory's viability as a candidate for PMem, supported by physical experiments conducted on cutting-edge multi-NUMA nodes equipped with CXL-attached memory prototypes. Our study not only benchmarks the performance of CXL memory but also illustrates the seamless transition from traditional PMem programming models to CXL, reinforcing its practicality. To substantiate our claims, we establish a tangible CXL prototype using an FPGA card embodying CXL 1.1/2.0 compliant endpoint designs (Intel FPGA CXL IP). Performance evaluations, executed through the STREAM and STREAM-PMem benchmarks, showcase CXL memory's ability to mirror PMem characteristics in App-Direct and Memory Mode while achieving impressive bandwidth metrics with Intel 4th generation Xeon (Sapphire Rapids) processors. The results elucidate the feasibility of CXL memory as a persistent memory solution, outperforming previously established benchmarks. In contrast to published DCPMM results, our CXL-DDR4 memory module offers comparable bandwidth to local DDR4 memory configurations, albeit with a moderate decrease in performance. The modified STREAM-PMem application underscores the ease of transitioning programming models from PMem to CXL, thus underscoring the practicality of adopting CXL memory.","Mon, 21 Aug 2023 13:27:27 UTC (4,550 KB)"
"139","To Healthier Ethereum: A Comprehensive and Iterative Smart Contract Weakness Enumeration","Jiachi Chen, Mingyuan Huang, Zewei Lin, Peilin Zheng, Zibin Zheng","Software Engineering (cs.SE)","With the increasing popularity of cryptocurrencies and blockchain technology, smart contracts have become a prominent feature in developing decentralized applications. However, these smart contracts are susceptible to vulnerabilities that hackers can exploit, resulting in significant financial losses. In response to this growing concern, various initiatives have emerged. Notably, the SWC vulnerability list played an important role in raising awareness and understanding of smart contract weaknesses. However, the SWC list lacks maintenance and has not been updated with new vulnerabilities since 2020. To address this gap, this paper introduces the Smart Contract Weakness Enumeration (SWE), a comprehensive and practical vulnerability list up until 2023. We collect 273 vulnerability descriptions from 86 top conference papers and journal papers, employing open card sorting techniques to deduplicate and categorize these descriptions. This process results in the identification of 40 common contract weaknesses, which are further classified into 20 sub-research fields through thorough discussion and analysis. SWE provides a systematic and comprehensive list of smart contract vulnerabilities, covering existing and emerging vulnerabilities in the last few years. Moreover, SWE is a scalable, continuously iterative program. We propose two update mechanisms for the maintenance of SWE. Regular updates involve the inclusion of new vulnerabilities from future top papers, while irregular updates enable individuals to report new weaknesses for review and potential addition to SWE.","Sun, 20 Aug 2023 10:46:39 UTC (1,144 KB)"
"140","A tailored Handwritten-Text-Recognition System for Medieval Latin","Philipp Koch, Gilary Vera Nuñez, Esteban Garces Arias, Christian Heumann, Matthias Schöffel, Alexander Häberlin, Matthias Aßenmacher","Computer Vision and Pattern Recognition (cs.CV)","The Bavarian Academy of Sciences and Humanities aims to digitize its Medieval Latin Dictionary. This dictionary entails record cards referring to lemmas in medieval Latin, a low-resource language. A crucial step of the digitization process is the Handwritten Text Recognition (HTR) of the handwritten lemmas found on these record cards. In our work, we introduce an end-to-end pipeline, tailored to the medieval Latin dictionary, for locating, extracting, and transcribing the lemmas. We employ two state-of-the-art (SOTA) image segmentation models to prepare the initial data set for the HTR task. Furthermore, we experiment with different transformer-based models and conduct a set of experiments to explore the capabilities of different combinations of vision encoders with a GPT-2 decoder. Additionally, we also apply extensive data augmentation resulting in a highly competitive model. The best-performing setup achieved a Character Error Rate (CER) of 0.015, which is even superior to the commercial Google Cloud Vision model, and shows more stable performance.","Fri, 18 Aug 2023 08:02:52 UTC (3,249 KB)"
"141","Cutoff in the Bernoulli-Laplace Model With Unequal Colors and Urn Sizes","Thomas Griffin, Bailey Hall, Jackson Hebner, David Herzog, Denis Selyuzhitsky, Kevin Wong, John Wright","Probability (math.PR)","We consider a generalization of the Bernoulli-Laplace model in which there are two urns and $n$ total balls, of which $r$ are red and $n - r$ white, and where the left urn holds $m$ balls. At each time increment, $k$ balls are chosen uniformly at random from each urn and then swapped. This system can be used to model phenomena such as gas particle interchange between containers or card shuffling. Under a reasonable set of assumptions, we bound the mixing time of the resulting Markov chain asymptotically in $n$ with cutoff at $\log{n}$ and constant window. Among other techniques, we employ the spectral analysis of arXiv:0906.4242 on the Markov transition kernel and the chain coupling tools of arXiv:2203.08647 and arXiv:1606.01437.","Wed, 16 Aug 2023 21:19:51 UTC (113 KB)"
"142","Quad Squares","Nikhil Byrapuram, Hwiseo (Irene)Choi, Adam Ge, Selena Ge, Tanya Khovanova, Sylvia Zia Lee, Evin Liang, Rajarshi Mandal, Aika Oki, Daniel Wu, Michael Yang","History and Overview (math.HO)","We study 4-by-4 squares formed by cards from the EvenQuads deck. EvenQuads is a card game with 64 cards where cards have 3 attributes with 4 values in each attribute. A quad is four cards with all attributes the same, all different, or half and half. We define Latin quad squares as squares where the cards in each row and column have different values for each attribute. We define semimagic quad squares as squares where each row and column form a quad. For magic quad squares, we add a requirement that the diagonals have to form a quad. We also define strongly magic quad squares. We analyze types of semimagic and strongly magic quad squares. We also calculate the number of semimagic, magic, and strongly magic quad squares for quad decks of any size. These squares can be described in terms of integers. Four integers form a quad when their bitwise XOR is zero.","Mon, 14 Aug 2023 20:49:36 UTC (18 KB)"
